STATE,COUNTY,METRO_NAME,POPESTIMATE2019,METRO_POPULATION,PERCENT_METRO_POPULATION
North Carolina,Rowan,Charlotte-Gaston-Rock Hill,142088,2300375,0.062
North Carolina,Rutherford,Rural,67029,,
North Carolina,Sampson,Rural,63531,,
North Carolina,Scotland,Rural,34823,,
North Carolina,Stanly,Rural,62806,,
North Carolina,Stokes,Rural,45591,,
North Carolina,Surry,Rural,71783,,
North Carolina,Swain,Rural,14271,,
North Carolina,Transylvania,Rural,34385,,
North Carolina,Tyrrell,Rural,4016,,
North Carolina,Union,Charlotte-Gaston-Rock Hill,239859,2300375,0.104
North Carolina,Vance,Rural,44535,,
North Carolina,Wake,Raleigh-Durham,1111761,1935219,0.575
North Carolina,Warren,Rural,19731,,
North Carolina,Washington,Rural,11580,,
North Carolina,Watauga,Rural,56177,,
North Carolina,Wayne,Goldsboro,123131,123131,1.000
North Carolina,Wilkes,Rural,68412,,
North Carolina,Wilson,Rural,81801,,
North Carolina,Yadkin,Rural,37667,,
North Carolina,Yancey,Rural,18069,,
North Dakota,Adams,Rural,2216,,
North Dakota,Barnes,Rural,10415,,
North Dakota,Benson,Rural,6832,,
North Dakota,Billings,Rural,928,,
North Dakota,Bottineau,Rural,6282,,
North Dakota,Bowman,Rural,3024,,
North Dakota,Burke,Rural,2115,,
North Dakota,Burleigh,Bismark,95626,95626,1.000
North Dakota,Cass,Fargo-Moorhead,181923,246145,0.739
North Dakota,Cavalier,Rural,3762,,
North Dakota,Dickey,Rural,4872,,
North Dakota,Divide,Rural,2264,,
North Dakota,Dunn,Rural,4424,,
North Dakota,Eddy,Rural,2287,,
North Dakota,Emmons,Rural,3241,,
North Dakota,Foster,Rural,3210,,
North Dakota,Golden Valley,Rural,1761,,
North Dakota,Grand Forks,Grand Forks,69451,69451,1.000
North Dakota,Grant,Rural,2274,,
North Dakota,Griggs,Rural,2231,,
North Dakota,Hettinger,Rural,2499,,
North Dakota,Kidder,Rural,2480,,
North Dakota,LaMoure,Rural,4046,,
North Dakota,Logan,Rural,1850,,
North Dakota,McHenry,Rural,5745,,
North Dakota,McIntosh,Rural,2497,,
North Dakota,McKenzie,Rural,15024,,
North Dakota,McLean,Rural,9450,,
North Dakota,Mercer,Rural,8187,,
North Dakota,Morton,Rural,31364,,
North Dakota,Mountrail,Rural,10545,,
North Dakota,Nelson,Rural,2879,,
North Dakota,Oliver,Rural,1959,,
North Dakota,Pembina,Rural,6801,,
North Dakota,Pierce,Rural,3975,,
North Dakota,Ramsey,Rural,11519,,
North Dakota,Ransom,Rural,5218,,
North Dakota,Renville,Rural,2327,,
North Dakota,Richland,Rural,16177,,
North Dakota,Rolette,Rural,14176,,
North Dakota,Sargent,Rural,3898,,
North Dakota,Sheridan,Rural,1315,,
North Dakota,Sioux,Rural,4230,,
North Dakota,Slope,Rural,750,,
North Dakota,Stark,Rural,31489,,
North Dakota,Steele,Rural,1890,,
North Dakota,Stutsman,Rural,20704,,
North Dakota,Towner,Rural,2189,,
North Dakota,Traill,Rural,8036,,
North Dakota,Walsh,Rural,10641,,
North Dakota,Ward,Rural,67641,,
North Dakota,Wells,Rural,3834,,
North Dakota,Williams,Rural,37589,,
Ohio,Adams,Rural,27698,,
Ohio,Allen,Lima,102351,102351,1.000
Ohio,Ashland,Rural,53484,,
Ohio,Ashtabula,Cleveland,97241,2145690,0.045
Ohio,Athens,Rural,65327,,
Ohio,Auglaize,Rural,45656,,
Ohio,Belmont,Wheeling,67006,67006,1.000
Ohio,Brown,Rural,43432,,
Ohio,Butler,Hamilton-Middletown,383134,383134,1.000
Ohio,Carroll,Rural,26914,,
Ohio,Champaign,Rural,38885,,
Ohio,Clark,Dayton-Sprinfield,134083,941694,0.142
Ohio,Clermont,Cincinatti-Hamilton,206428,1652666,0.125
Ohio,Clinton,Rural,41968,,
Ohio,Columbiana,Youngstown-Warren,101883,528540,0.193
Ohio,Coshocton,Rural,36600,,
Ohio,Crawford,Rural,41494,,
Ohio,Cuyahoga,Cleveland,1235072,2145690,0.576
Ohio,Darke,Rural,51113,,
Ohio,Defiance,Rural,38087,,
Ohio,Delaware,Columbus,209177,1860369,0.112
Ohio,Erie,Rural,74266,,
Ohio,Fairfield,Columbus,157574,1860369,0.085
Ohio,Fayette,Rural,28525,,
Ohio,Franklin,Columbus,1316756,1860369,0.708
Ohio,Fulton,Rural,42126,,
Ohio,Gallia,Rural,29898,,
Ohio,Geauga,Cleveland,93649,2145690,0.044
Ohio,Greene,Dayton-Sprinfield,168937,941694,0.179
Ohio,Guernsey,Rural,38875,,
Ohio,Hamilton,Cincinatti-Hamilton,817473,1652666,0.495
Ohio,Hancock,Rural,75783,,
Ohio,Hardin,Rural,31365,,
Ohio,Harrison,Rural,15040,,
Ohio,Henry,Rural,27006,,
Ohio,Highland,Rural,43161,,
Ohio,Hocking,Rural,28264,,
Ohio,Holmes,Rural,43960,,
Ohio,Huron,Rural,58266,,
Ohio,Jackson,Rural,32413,,
Ohio,Jefferson,Steubenville-Weirton,65325,65325,1.000
Ohio,Knox,Rural,62322,,
Ohio,Lake,Cleveland,230149,2145690,0.107
Ohio,Lawrence,Huntington-Ashland,59463,151408,0.393
Ohio,Licking,Columbus,176862,1860369,0.095
Ohio,Logan,Rural,45672,,
Ohio,Lorain,Cleveland,309833,2145690,0.144
Ohio,Lucas,Toledo,428348,559165,0.766
Ohio,Madison,Rural,44731,,
Ohio,Mahoning,Youngstown-Warren,228683,528540,0.433
Ohio,Marion,Rural,65093,,
Ohio,Medina,Cleveland,179746,2145690,0.084
Ohio,Meigs,Rural,22907,,
Ohio,Mercer,Rural,41172,,
Ohio,Miami,Dayton-Sprinfield,106987,941694,0.114
Ohio,Monroe,Rural,13654,,
Ohio,Montgomery,Dayton-Sprinfield,531687,941694,0.565
Ohio,Morgan,Rural,14508,,
Ohio,Morrow,Rural,35328,,
Ohio,Muskingum,Rural,86215,,
Ohio,Noble,Rural,14424,,
Ohio,Ottawa,Rural,40525,,
Ohio,Paulding,Rural,18672,,
Ohio,Perry,Rural,36134,,
Ohio,Pickaway,Rural,58457,,
Ohio,Pike,Rural,27772,,
Ohio,Portage,Akron,162466,703479,0.231
Ohio,Preble,Rural,40882,,
Ohio,Putnam,Rural,33861,,
Ohio,Richland,Mansfield,121154,121154,1.000
Ohio,Ross,Rural,76666,,
Ohio,Sandusky,Rural,58518,,
Ohio,Scioto,Rural,75314,,
Ohio,Seneca,Rural,55178,,
Ohio,Shelby,Rural,48590,,
Ohio,Stark,Canton,370606,370606,1.000
Ohio,Summit,Akron,541013,703479,0.769
Ohio,Trumbull,Youngstown-Warren,197974,528540,0.375
Ohio,Tuscarawas,Rural,91987,,
Ohio,Union,Rural,58988,,
Ohio,Van Wert,Rural,28275,,
Ohio,Vinton,Rural,13085,,
Ohio,Warren,Cincinatti-Hamilton,234602,1652666,0.142
Ohio,Washington,Parkersburg-Marietta,59911,143429,0.418
Ohio,Wayne,Rural,115710,,
Ohio,Williams,Rural,36692,,
Ohio,Wood,Toledo,130817,559165,0.234
Ohio,Wyandot,Rural,21772,,
Oklahoma,Adair,Rural,22194,,
Oklahoma,Alfalfa,Rural,5702,,
Oklahoma,Atoka,Rural,13758,,
Oklahoma,Beaver,Rural,5311,,
Oklahoma,Beckham,Rural,21859,,
Oklahoma,Blaine,Rural,9429,,
Oklahoma,Bryan,Rural,47995,,
Oklahoma,Caddo,Rural,28762,,
Oklahoma,Canadian,Oklahoma City,148306,1302346,0.114
Oklahoma,Carter,Rural,48111,,
Oklahoma,Cherokee,Rural,48657,,
Oklahoma,Choctaw,Rural,14672,,
Oklahoma,Cimarron,Rural,2137,,
Oklahoma,Cleveland,Oklahoma City,284014,1302346,0.218
Oklahoma,Coal,Rural,5495,,
Oklahoma,Comanche,Lawton,120749,120749,1.000
Oklahoma,Cotton,Rural,5666,,
Oklahoma,Craig,Rural,14142,,
Oklahoma,Creek,Tulsa,71522,896822,0.080
Oklahoma,Custer,Rural,29003,,
Oklahoma,Delaware,Rural,43009,,
Oklahoma,Dewey,Rural,4891,,
Oklahoma,Ellis,Rural,3859,,
Oklahoma,Garfield,Enid,61056,61056,1.000
Oklahoma,Garvin,Rural,27711,,
Oklahoma,Grady,Rural,55834,,
Oklahoma,Grant,Rural,4333,,
Oklahoma,Greer,Rural,5712,,
Oklahoma,Harmon,Rural,2653,,
Oklahoma,Harper,Rural,3688,,
Oklahoma,Haskell,Rural,12627,,
Oklahoma,Hughes,Rural,13279,,
Oklahoma,Jackson,Rural,24530,,
Oklahoma,Jefferson,Rural,6002,,
Oklahoma,Johnston,Rural,11085,,
Oklahoma,Kay,Rural,43538,,
Oklahoma,Kingfisher,Rural,15765,,
Oklahoma,Kiowa,Rural,8708,,
Oklahoma,Latimer,Rural,10073,,
Oklahoma,Le Flore,Rural,49853,,
Oklahoma,Lincoln,Rural,34877,,
Oklahoma,Logan,Rural,48011,,
Oklahoma,Love,Rural,10253,,
Oklahoma,Major,Rural,7629,,
Oklahoma,Marshall,Rural,16931,,
Oklahoma,Mayes,Rural,41100,,
Oklahoma,McClain,Rural,40474,,
Oklahoma,McCurtain,Rural,32832,,
Oklahoma,McIntosh,Rural,19596,,
Oklahoma,Murray,Rural,14073,,
Oklahoma,Muskogee,Rural,67997,,
Oklahoma,Noble,Rural,11131,,
Oklahoma,Nowata,Rural,10076,,
Oklahoma,Okfuskee,Rural,11993,,
Oklahoma,Oklahoma,Oklahoma City,797434,1302346,0.612
Oklahoma,Okmulgee,Rural,38465,,
Oklahoma,Osage,Rural,46963,,
Oklahoma,Ottawa,Rural,31127,,
Oklahoma,Pawnee,Rural,16376,,
Oklahoma,Payne,Rural,81784,,
Oklahoma,Pittsburg,Rural,43654,,
Oklahoma,Pontotoc,Rural,38284,,
Oklahoma,Pottawatomie,Oklahoma City,72592,1302346,0.056
Oklahoma,Pushmataha,Rural,11096,,
Oklahoma,Roger Mills,Rural,3583,,
Oklahoma,Rogers,Tulsa,92459,896822,0.103
Oklahoma,Seminole,Rural,24258,,
Oklahoma,Sequoyah,Rural,41569,,
Oklahoma,Stephens,Rural,43143,,
Oklahoma,Texas,Rural,19983,,
Oklahoma,Tillman,Rural,7250,,
Oklahoma,Tulsa,Tulsa,651552,896822,0.727
Oklahoma,Wagoner,Tulsa,81289,896822,0.091
Oklahoma,Washington,Rural,51527,,
Oklahoma,Washita,Rural,10916,,
Oklahoma,Woods,Rural,8793,,
Oklahoma,Woodward,Rural,20211,,
Oregon,Baker,Rural,16124,,
Oregon,Benton,Corvallis,93053,93053,1.000
Oregon,Clackamas,Portland-Vancouver,418187,2427975,0.172
Oregon,Clatsop,Rural,40224,,
Oregon,Columbia,Rural,52354,,
Oregon,Coos,Rural,64487,,
Oregon,Crook,Rural,24404,,
Oregon,Curry,Rural,22925,,
Oregon,Deschutes,Rural,197692,,
Oregon,Douglas,Rural,110980,,
Oregon,Gilliam,Rural,1912,,
Oregon,Grant,Rural,7199,,
Oregon,Harney,Rural,7393,,
Oregon,Hood River,Rural,23382,,
Oregon,Jackson,Medford-Ashland,220944,220944,1.000
Oregon,Jefferson,Rural,24658,,
Oregon,Josephine,Rural,87487,,
Oregon,Klamath,Rural,68238,,
Oregon,Lake,Rural,7869,,
Oregon,Lane,Eugene-Sprinfield,382067,382067,1.000
Oregon,Lincoln,Rural,49962,,
Oregon,Linn,Rural,129749,,
Oregon,Malheur,Rural,30571,,
Oregon,Marion,Salem,347818,433903,0.802
Oregon,Morrow,Rural,11603,,
Oregon,Multnomah,Portland-Vancouver,812855,2427975,0.335
Oregon,Polk,Salem,86085,433903,0.198
Oregon,Sherman,Rural,1780,,
Oregon,Tillamook,Rural,27036,,
Oregon,Umatilla,Rural,77950,,
Oregon,Union,Rural,26835,,
Oregon,Wallowa,Rural,7208,,
Oregon,Wasco,Rural,26682,,
Oregon,Washington,Portland-Vancouver,601592,2427975,0.248
Oregon,Wheeler,Rural,1332,,
Oregon,Yamhill,Portland-Vancouver,107100,2427975,0.044
Pennsylvania,Adams,Rural,103009,,
Pennsylvania,Allegheny,Pittsburgh,1216045,2252865,0.540
Pennsylvania,Armstrong,Rural,64735,,
Pennsylvania,Beaver,Pittsburgh,163929,2252865,0.073
Pennsylvania,Bedford,Rural,47888,,
Pennsylvania,Berks,Reading,421164,421164,1.000
Pennsylvania,Blair,Altoona,121829,121829,1.000
Pennsylvania,Bradford,Rural,60323,,
Pennsylvania,Bucks,Philadelphia,628270,5378441,0.117
Pennsylvania,Butler,Pittsburgh,187853,2252865,0.083
Pennsylvania,Cambria,Johnstown,130192,203639,0.639
Pennsylvania,Cameron,Rural,4447,,
Pennsylvania,Carbon,Allentown-Bethlehem-Easton,64182,738785,0.087
Pennsylvania,Centre,State College,162385,162385,1.000
Pennsylvania,Chester,Philadelphia,524989,5378441,0.098
Pennsylvania,Clarion,Rural,38438,,
Pennsylvania,Clearfield,Rural,79255,,
Pennsylvania,Clinton,Rural,38632,,
Pennsylvania,Columbia,Scranton-Wilkes-Barre-Hazleton,64964,592055,0.110
Pennsylvania,Crawford,Rural,84629,,
Pennsylvania,Cumberland,Harrisburg-Leban-Carlisle,253370,673462,0.376
Pennsylvania,Dauphin,Harrisburg-Leban-Carlisle,278299,673462,0.413
Pennsylvania,Delaware,Philadelphia,566747,5378441,0.105
Pennsylvania,Elk,Rural,29910,,
Pennsylvania,Erie,Erie,269728,269728,1.000
Pennsylvania,Fayette,Pittsburgh,129274,2252865,0.057
Pennsylvania,Forest,Rural,7247,,
Pennsylvania,Franklin,Rural,155027,,
Pennsylvania,Fulton,Rural,14530,,
Pennsylvania,Greene,Rural,36233,,
Pennsylvania,Huntingdon,Rural,45144,,
Pennsylvania,Indiana,Rural,84073,,
Pennsylvania,Jefferson,Rural,43425,,
Pennsylvania,Juniata,Rural,24763,,
Pennsylvania,Lackawanna,Scranton-Wilkes-Barre-Hazleton,209674,592055,0.354
Pennsylvania,Lancaster,Lancaster,545724,545724,1.000
Pennsylvania,Lawrence,Rural,85512,,
Pennsylvania,Lebanon,Harrisburg-Leban-Carlisle,141793,673462,0.211
Pennsylvania,Lehigh,Allentown-Bethlehem-Easton,369318,738785,0.500
Pennsylvania,Luzerne,Scranton-Wilkes-Barre-Hazleton,317417,592055,0.536
Pennsylvania,Lycoming,Williamsport,113299,113299,1.000
Pennsylvania,McKean,Rural,40625,,
Pennsylvania,Mercer,Sharon,109424,109424,1.000
Pennsylvania,Mifflin,Rural,46138,,
Pennsylvania,Monroe,Rural,170271,,
Pennsylvania,Montgomery,Philadelphia,830915,5378441,0.155
Pennsylvania,Montour,Rural,18230,,
Pennsylvania,Northampton,Allentown-Bethlehem-Easton,305285,738785,0.413
Pennsylvania,Northumberland,Rural,90843,,
Pennsylvania,Perry,Rural,46272,,
Pennsylvania,Philadelphia,Philadelphia,1584064,5378441,0.295
Pennsylvania,Pike,Newburgh,55809,440749,0.127
Pennsylvania,Potter,Rural,16526,,
Pennsylvania,Schuylkill,Rural,141359,,
Pennsylvania,Snyder,Rural,40372,,
Pennsylvania,Somerset,Johnstown,73447,203639,0.361
Pennsylvania,Sullivan,Rural,6066,,
Pennsylvania,Susquehanna,Rural,40328,,
Pennsylvania,Tioga,Rural,40591,,
Pennsylvania,Union,Rural,44923,,
Pennsylvania,Venango,Rural,50668,,
Pennsylvania,Warren,Rural,39191,,
Pennsylvania,Washington,Pittsburgh,206865,2252865,0.092
Pennsylvania,Wayne,Rural,51361,,
Pennsylvania,Westmoreland,Pittsburgh,348899,2252865,0.155
Pennsylvania,Wyoming,Rural,26794,,
Pennsylvania,York,York,449058,449058,1.000
Rhode Island,Bristol,Rural,48479,,
Rhode Island,Kent,Providence,164292,1010882,0.163
Rhode Island,Newport,Providence,82082,1010882,0.081
Rhode Island,Providence,Providence,638931,1010882,0.632
Rhode Island,Washington,Providence,125577,1010882,0.124
South Carolina,Abbeville,Rural,24527,,
South Carolina,Aiken,Augusta-Aiken,170872,530104,0.322
South Carolina,Allendale,Rural,8688,,
South Carolina,Anderson,Greenville-Spartanburg-Anderson,202558,1172769,0.173
South Carolina,Bamberg,Rural,14066,,
South Carolina,Barnwell,Rural,20866,,
South Carolina,Beaufort,Rural,192122,,
South Carolina,Berkeley,Charleston,227907,802122,0.284
South Carolina,Calhoun,Rural,14553,,
South Carolina,Charleston,Charleston,411406,802122,0.513
South Carolina,Cherokee,Rural,57300,,
South Carolina,Chester,Rural,32244,,
South Carolina,Chesterfield,Rural,45650,,
South Carolina,Clarendon,Rural,33745,,
South Carolina,Colleton,Rural,37677,,
South Carolina,Darlington,Rural,66618,,
South Carolina,Dillon,Rural,30479,,
South Carolina,Dorchester,Charleston,162809,802122,0.203
South Carolina,Edgefield,Rural,27260,,
South Carolina,Fairfield,Rural,22347,,
South Carolina,Florence,Rural,138293,,
South Carolina,Georgetown,Rural,62680,,
South Carolina,Greenville,Greenville-Spartanburg-Anderson,523542,1172769,0.446
South Carolina,Greenwood,Rural,70811,,
South Carolina,Hampton,Rural,19222,,
South Carolina,Horry,Myrtle Beach,354081,354081,1.000
South Carolina,Jasper,Rural,30073,,
South Carolina,Kershaw,Rural,66551,,
South Carolina,Lancaster,Rural,98012,,
South Carolina,Laurens,Rural,67493,,
South Carolina,Lee,Rural,16828,,
South Carolina,Lexington,Columbia,298750,714509,0.418
South Carolina,Marion,Rural,30657,,
South Carolina,Marlboro,Rural,26118,,
South Carolina,McCormick,Rural,9463,,
South Carolina,Newberry,Rural,38440,,
South Carolina,Oconee,Rural,79546,,
South Carolina,Orangeburg,Rural,86175,,
South Carolina,Pickens,Greenville-Spartanburg-Anderson,126884,1172769,0.108
South Carolina,Richland,Columbia,415759,714509,0.582
South Carolina,Saluda,Rural,20473,,
South Carolina,Spartanburg,Greenville-Spartanburg-Anderson,319785,1172769,0.273
South Carolina,Sumter,Sumter,106721,106721,1.000
South Carolina,Union,Rural,27316,,
South Carolina,Williamsburg,Rural,30368,,
South Carolina,York,Charlotte-Gaston-Rock Hill,280979,2300375,0.122
South Dakota,Aurora,Rural,2751,,
South Dakota,Beadle,Rural,18453,,
South Dakota,Bennett,Rural,3365,,
South Dakota,Bon Homme,Rural,6901,,
South Dakota,Brookings,Rural,35077,,
South Dakota,Brown,Rural,38839,,
South Dakota,Brule,Rural,5297,,
South Dakota,Buffalo,Rural,1962,,
South Dakota,Butte,Rural,10429,,
South Dakota,Campbell,Rural,1376,,
South Dakota,Charles Mix,Rural,9292,,
South Dakota,Clark,Rural,3736,,
South Dakota,Clay,Rural,14070,,
South Dakota,Codington,Rural,28009,,
South Dakota,Corson,Rural,4086,,
South Dakota,Custer,Rural,8972,,
South Dakota,Davison,Rural,19775,,
South Dakota,Day,Rural,5424,,
South Dakota,Deuel,Rural,4351,,
South Dakota,Dewey,Rural,5892,,
South Dakota,Douglas,Rural,2921,,
South Dakota,Edmunds,Rural,3829,,
South Dakota,Fall River,Rural,6713,,
South Dakota,Faulk,Rural,2299,,
South Dakota,Grant,Rural,7052,,
South Dakota,Gregory,Rural,4185,,
South Dakota,Haakon,Rural,1899,,
South Dakota,Hamlin,Rural,6164,,
South Dakota,Hand,Rural,3191,,
South Dakota,Hanson,Rural,3453,,
South Dakota,Harding,Rural,1298,,
South Dakota,Hughes,Rural,17526,,
South Dakota,Hutchinson,Rural,7291,,
South Dakota,Hyde,Rural,1301,,
South Dakota,Jackson,Rural,3344,,
South Dakota,Jerauld,Rural,2013,,
South Dakota,Jones,Rural,903,,
South Dakota,Kingsbury,Rural,4939,,
South Dakota,Lake,Rural,12797,,
South Dakota,Lawrence,Rural,25844,,
South Dakota,Lincoln,Sioux Falls,61128,254262,0.240
South Dakota,Lyman,Rural,3781,,
South Dakota,Marshall,Rural,4935,,
South Dakota,McCook,Rural,5586,,
South Dakota,McPherson,Rural,2379,,
South Dakota,Meade,Rural,28332,,
South Dakota,Mellette,Rural,2061,,
South Dakota,Miner,Rural,2216,,
South Dakota,Minnehaha,Sioux Falls,193134,254262,0.760
South Dakota,Moody,Rural,6576,,
South Dakota,Oglala Lakota,Rural,14177,,
South Dakota,Pennington,Rapid City,113775,113775,1.000
South Dakota,Perkins,Rural,2865,,
South Dakota,Potter,Rural,2153,,
South Dakota,Roberts,Rural,10394,,
South Dakota,Sanborn,Rural,2344,,
South Dakota,Spink,Rural,6376,,
South Dakota,Stanley,Rural,3098,,
South Dakota,Sully,Rural,1391,,
South Dakota,Todd,Rural,10177,,
South Dakota,Tripp,Rural,5441,,
South Dakota,Turner,Rural,8384,,
South Dakota,Union,Rural,15932,,
South Dakota,Walworth,Rural,5435,,
South Dakota,Yankton,Rural,22814,,
South Dakota,Ziebach,Rural,2756,,
Tennessee,Anderson,Knoxville,76978,778629,0.099
Tennessee,Bedford,Rural,49713,,
Tennessee,Benton,Rural,16160,,
Tennessee,Bledsoe,Rural,15064,,
Tennessee,Blount,Knoxville,133088,778629,0.171
Tennessee,Bradley,Rural,108110,,
Tennessee,Campbell,Rural,39842,,
Tennessee,Cannon,Rural,14678,,
Tennessee,Carroll,Rural,27767,,
Tennessee,Carter,Johnson-Kinsport-Bristol,56391,454640,0.124
Tennessee,Cheatham,Rural,40667,,
Tennessee,Chester,Rural,17297,,
Tennessee,Claiborne,Rural,31959,,
Tennessee,Clay,Rural,7615,,
Tennessee,Cocke,Rural,36004,,
Tennessee,Coffee,Rural,56520,,
Tennessee,Crockett,Rural,14230,,
Tennessee,Cumberland,Rural,60520,,
Tennessee,Davidson,Nashville,694144,1672594,0.415
Tennessee,Decatur,Rural,11663,,
Tennessee,DeKalb,Rural,20490,,
Tennessee,Dickson,Rural,53948,,
Tennessee,Dyer,Rural,37159,,
Tennessee,Fayette,Rural,41133,,
Tennessee,Fentress,Rural,18523,,
Tennessee,Franklin,Rural,42208,,
Tennessee,Gibson,Rural,49133,,
Tennessee,Giles,Rural,29464,,
Tennessee,Grainger,Rural,23320,,
Tennessee,Greene,Rural,69069,,
Tennessee,Grundy,Rural,13427,,
Tennessee,Hamblen,Rural,64934,,
Tennessee,Hamilton,Chattanooga,367804,505145,0.728
Tennessee,Hancock,Rural,6620,,
Tennessee,Hardeman,Rural,25050,,
Tennessee,Hardin,Rural,25652,,
Tennessee,Hawkins,Johnson-Kinsport-Bristol,56786,454640,0.125
Tennessee,Haywood,Rural,17304,,
Tennessee,Henderson,Rural,28117,,
Tennessee,Henry,Rural,32345,,
Tennessee,Hickman,Rural,25178,,
Tennessee,Houston,Rural,8201,,
Tennessee,Humphreys,Rural,18582,,
Tennessee,Jackson,Rural,11786,,
Tennessee,Jefferson,Rural,54495,,
Tennessee,Johnson,Rural,17788,,
Tennessee,Knox,Knoxville,470313,778629,0.604
Tennessee,Lake,Rural,7016,,
Tennessee,Lauderdale,Rural,25633,,
Tennessee,Lawrence,Rural,44142,,
Tennessee,Lewis,Rural,12268,,
Tennessee,Lincoln,Rural,34366,,
Tennessee,Loudon,Rural,54068,,
Tennessee,Macon,Rural,24602,,
Tennessee,Madison,Rural,97984,,
Tennessee,Marion,Rural,28907,,
Tennessee,Marshall,Rural,34375,,
Tennessee,Maury,Rural,96387,,
Tennessee,McMinn,Rural,53794,,
Tennessee,McNairy,Rural,25694,,
Tennessee,Meigs,Rural,12422,,
Tennessee,Monroe,Rural,46545,,
Tennessee,Montgomery,Clarksville-Hopkinsville,208993,279454,0.748
Tennessee,Moore,Rural,6488,,
Tennessee,Morgan,Rural,21403,,
Tennessee,Obion,Rural,30069,,
Tennessee,Overton,Rural,22241,,
Tennessee,Perry,Rural,8076,,
Tennessee,Pickett,Rural,5048,,
Tennessee,Polk,Rural,16832,,
Tennessee,Putnam,Rural,80245,,
Tennessee,Rhea,Rural,33167,,
Tennessee,Roane,Rural,53382,,
Tennessee,Robertson,Nashville,71813,1672594,0.043
Tennessee,Rutherford,Nashville,332285,1672594,0.199
Tennessee,Scott,Rural,22068,,
Tennessee,Sequatchie,Rural,15026,,
Tennessee,Sevier,Knoxville,98250,778629,0.126
Tennessee,Shelby,Memphis,937166,998765,0.938
Tennessee,Smith,Rural,20157,,
Tennessee,Stewart,Rural,13715,,
Tennessee,Sullivan,Johnson-Kinsport-Bristol,158348,454640,0.348
Tennessee,Sumner,Nashville,191283,1672594,0.114
Tennessee,Tipton,Memphis,61599,998765,0.062
Tennessee,Trousdale,Rural,11284,,
Tennessee,Unicoi,Rural,17883,,
Tennessee,Union,Rural,19972,,
Tennessee,Van Buren,Rural,5872,,
Tennessee,Warren,Rural,41277,,
Tennessee,Washington,Johnson-Kinsport-Bristol,129375,454640,0.285
Tennessee,Wayne,Rural,16673,,
Tennessee,Weakley,Rural,33328,,
Tennessee,White,Rural,27345,,
Tennessee,Williamson,Nashville,238412,1672594,0.143
Tennessee,Wilson,Nashville,144657,1672594,0.087
Texas,Anderson,Rural,57735,,
Texas,Andrews,Rural,18705,,
Texas,Angelina,Rural,86715,,
Texas,Aransas,Rural,23510,,
Texas,Archer,Rural,8553,,
Texas,Armstrong,Rural,1887,,
Texas,Atascosa,Rural,51153,,
Texas,Austin,Rural,30032,,
Texas,Bailey,Rural,7000,,
Texas,Bandera,Rural,23112,,
Texas,Bastrop,Austin,88723,2183419,0.041
Texas,Baylor,Rural,3509,,
Texas,Bee,Rural,32565,,
Texas,Bell,Kileen-Temple,362924,438875,0.827
Texas,Bexar,San Antonio,2003554,2326610,0.861
Texas,Blanco,Rural,11931,,
Texas,Borden,Rural,654,,
Texas,Bosque,Rural,18685,,
Texas,Bowie,Texarkana,93245,93245,1.000
Texas,Brazoria,Brazoria,374264,374264,1.000
Texas,Brazos,College Station,229211,229211,1.000
Texas,Brewster,Rural,9203,,
Texas,Briscoe,Rural,1546,,
Texas,Brooks,Rural,7093,,
Texas,Brown,Rural,37864,,
Texas,Burleson,Rural,18443,,
Texas,Burnet,Rural,48155,,
Texas,Caldwell,Rural,43664,,
Texas,Calhoun,Rural,21290,,
Texas,Callahan,Rural,13943,,
Texas,Cameron,Brownsville-Harlingen,423163,423163,1.000
Texas,Camp,Rural,13094,,
Texas,Carson,Rural,5926,,
Texas,Cass,Rural,30026,,
Texas,Castro,Rural,7530,,
Texas,Chambers,Rural,43837,,
Texas,Cherokee,Rural,52646,,
Texas,Childress,Rural,7306,,
Texas,Clay,Rural,10471,,
Texas,Cochran,Rural,2853,,
Texas,Coke,Rural,3387,,
Texas,Coleman,Rural,8175,,
Texas,Collin,Dallas,1034730,4742279,0.218
Texas,Collingsworth,Rural,2920,,
Texas,Colorado,Rural,21493,,
Texas,Comal,San Antonio,156209,2326610,0.067
Texas,Comanche,Rural,13635,,
Texas,Concho,Rural,2726,,
Texas,Cooke,Rural,41257,,
Texas,Coryell,Kileen-Temple,75951,438875,0.173
Texas,Cottle,Rural,1398,,
Texas,Crane,Rural,4797,,
Texas,Crockett,Rural,3464,,
Texas,Crosby,Rural,5737,,
Texas,Culberson,Rural,2171,,
Texas,Dallam,Rural,7287,,
Texas,Dallas,Dallas,2635516,4742279,0.556
Texas,Dawson,Rural,12728,,
Texas,Deaf Smith,Rural,18546,,
Texas,Delta,Rural,5331,,
Texas,Denton,Dallas,887207,4742279,0.187
Texas,DeWitt,Rural,20160,,
Texas,Dickens,Rural,2211,,
Texas,Dimmit,Rural,10124,,
Texas,Donley,Rural,3278,,
Texas,Duval,Rural,11157,,
Texas,Eastland,Rural,18360,,
Texas,Ector,Odessa,166223,343055,0.485
Texas,Edwards,Rural,1932,,
Texas,El Paso,El Paso,839238,839238,1.000
Texas,Ellis,Dallas,184826,4742279,0.039
Texas,Erath,Rural,42698,,
Texas,Falls,Rural,17297,,
Texas,Fannin,Rural,35514,,
Texas,Fayette,Rural,25346,,
Texas,Fisher,Rural,3830,,
Texas,Floyd,Rural,5712,,
